PUMFID,Audio_Streaming,Video_Streaming,HouseholdSize,Age,Martial.Status,Education.Level,Sex,Residence.Area,Precaution,Edu_Services,Reported,Incident,Inform_Services,Loss,OnlineShopping,Social_Media_Use,WFH
7927,Not Applicable,Increase,2,55 to 64 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Urban,More,Not Applicable,No,Yes,Increase,No,Yes,Increase,No
7928,Decrease,Increase,1,15 to 24 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Same,No,Yes,Same,No,Yes,Same,Yes
7929,Not Applicable,Same,1,55 to 64 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
7930,Increase,Increase,2,25 to 34 years old,Married,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Same,No,Yes,Same,No,Yes,Increase,No
7931,Not Applicable,Increase,1,55 to 64 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Not Applicable,No
7932,Same,Same,1,65 to 74 years old,Single/Never married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
7933,Not Applicable,Not Applicable,2,55 to 64 years old,Married,University certificate or diploma below the bachelor’s level,Male,Rural,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
7934,Same,Same,3,45 to 54 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,More,Not Applicable,No,No,Same,No,Yes,Same,Yes
7935,Same,Same,3,25 to 34 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
7936,Same,Same,4,15 to 24 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Same,No,Yes,Increase,No,Yes,Increase,No
7937,Not Applicable,Increase,1,45 to 54 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,More,Increase,No,No,Same,No,Yes,Decrease,Yes
7938,Same,Same,3,45 to 54 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,More,Same,No,Yes,Same,Yes,Yes,Same,Yes
7940,Same,Same,2,65 to 74 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
7941,Not Applicable,Increase,2,65 to 74 years old,Married,"University certificate, diploma, degree above the BA level",Male,Urban,More,Not Applicable,No,Yes,Increase,No,No,Increase,No
7942,Not Applicable,Not Applicable,2,45 to 54 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Rural,Not More,Not Applicable,No,No,Same,No,No,Same,No
7943,Increase,Increase,1,15 to 24 years old,Single/Never married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Increase,Yes
7944,Increase,Increase,2,25 to 34 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Rural,Not More,Increase,No,No,Increase,No,Yes,Same,No
7945,Same,Increase,2,25 to 34 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,More,Same,No,No,Same,No,Yes,Increase,Yes
7946,Increase,Same,2,25 to 34 years old,Married,"University certificate, diploma, degree above the BA level",Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Increase,Yes
7947,Same,Same,2,45 to 54 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Not Applicable,No,Yes,Same,No,Yes,Increase,Yes
7948,Same,Same,1,25 to 34 years old,Single/Never married,"University certificate, diploma, degree above the BA level",Female,Urban,More,Not Applicable,No,No,Same,No,Yes,Increase,Yes
7950,Not Applicable,Increase,3,55 to 64 years old,Married,Trade certificate or diploma,Male,Urban,More,Not Applicable,No,No,Increase,No,Yes,Same,No
7951,Same,Same,1,55 to 64 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Not Applicable,No,No,Increase,No,No,Increase,No
7952,Same,Same,2,35 to 44 years old,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Rural,Not More,Same,No,Yes,Same,Yes,Yes,Increase,Yes
7953,Not Applicable,Increase,1,55 to 64 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Increase,No,No,Increase,No,Yes,Increase,No
7954,Same,Increase,2,35 to 44 years old,Married,"University certificate, diploma, degree above the BA level",Female,Urban,Not More,Same,No,No,Same,No,Yes,Increase,Yes
7956,Same,Same,2,65 to 74 years old,Married,University certificate or diploma below the bachelor’s level,Male,Urban,More,Not Applicable,No,No,Same,No,No,Same,No
7957,Same,Same,1,45 to 54 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Not Applicable,No,Yes,Same,No,Yes,Same,No
7958,Increase,Increase,3,55 to 64 years old,Married,"University certificate, diploma, degree above the BA level",Female,Rural,More,Same,No,No,Same,No,No,Increase,Yes
7959,Not Applicable,Increase,2,45 to 54 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,More,Same,No,No,Same,No,Yes,Increase,Yes
7963,Increase,Increase,2,45 to 54 years old,Married,Less than high school diploma or its equivalent,Female,Urban,Not More,Not Applicable,No,Yes,Same,Yes,Yes,Same,No
7964,Increase,Increase,2,55 to 64 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,More,Same,No,No,Increase,No,Yes,Increase,No
7965,Same,Same,2,45 to 54 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Same,No,No,Same,No,Yes,Increase,Yes
7966,Same,Same,1,25 to 34 years old,Single/Never married,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Same,Yes,Yes,Same,Yes,No,Same,Yes
7967,Increase,Increase,2,15 to 24 years old,Married,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Increase,No,Yes,Same,No,No,Increase,No
7968,Not Applicable,Decrease,2,65 to 74 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Rural,More,Not Applicable,No,No,Same,No,Yes,Same,No
7969,Same,Increase,1,65 to 74 years old,Single/Never married,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Not Applicable,No,No,Increase,No,Yes,Same,No
7970,Same,Increase,1,15 to 24 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Male,Urban,More,Increase,No,No,Increase,No,Yes,Same,Yes
7972,Increase,Same,2,25 to 34 years old,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Same,No,No,Increase,No,Yes,Increase,Yes
7973,Not Applicable,Increase,2,45 to 54 years old,Living common-law,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Same,Yes,Yes,Increase,Yes,No,Increase,Yes
7975,Not Applicable,Same,2,65 to 74 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,More,Not Applicable,No,No,Increase,No,Yes,Same,No
7976,Same,Increase,1,35 to 44 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Increase,No,Yes,Same,No,Yes,Increase,Yes
7978,Same,Same,2,75 years and older,Married,"University certificate, diploma, degree above the BA level",Female,Urban,Not More,Not Applicable,Yes,Yes,Increase,Yes,Yes,Same,No
7979,Increase,Increase,2,45 to 54 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Same,No,Yes,Increase,No,Yes,Increase,Yes
7980,Not Applicable,Not Applicable,2,65 to 74 years old,Married,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Same,No,No,Same,No,Yes,Not Applicable,Yes
7981,Increase,Same,2,65 to 74 years old,Widowed/Separated/Divorced,Less than high school diploma or its equivalent,Female,Urban,Not More,Same,No,No,Increase,No,Yes,Same,No
7982,Same,Same,3,35 to 44 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Same,Yes,Yes,Same,No,Yes,Same,No
7983,Not Applicable,Increase,1,35 to 44 years old,Single/Never married,"University certificate, diploma, degree above the BA level",Male,Urban,More,Increase,No,No,Increase,No,Yes,Increase,Yes
7984,Same,Increase,2,15 to 24 years old,Living common-law,College/CEGEP/other non-university certificate or diploma,Female,Urban,More,Increase,No,Yes,Increase,No,Yes,Same,No
7985,Same,Same,2,75 years and older,Living common-law,High school diploma or a high school equivalency certificate,Female,Rural,More,Not Applicable,No,No,Increase,No,Yes,Increase,No
7986,Not Applicable,Not Applicable,4,55 to 64 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Urban,More,Not Applicable,No,No,Same,No,Yes,Increase,No
7987,Same,Increase,1,35 to 44 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Same,Yes,Yes,Increase,No,Yes,Same,Yes
7988,Same,Increase,2,55 to 64 years old,Married,"University certificate, diploma, degree above the BA level",Male,Urban,More,Not Applicable,No,No,Same,No,Yes,Same,Yes
7989,Increase,Increase,2,25 to 34 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Rural,More,Increase,No,Yes,Same,No,Yes,Increase,Yes
7990,Not Applicable,Same,3,65 to 74 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
7991,Increase,Same,3,25 to 34 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Rural,More,Same,No,Yes,Same,No,Yes,Same,No
7992,Not Applicable,Same,2,75 years and older,Married,High school diploma or a high school equivalency certificate,Male,Urban,More,Not Applicable,Yes,Yes,Same,Yes,Yes,Same,No
7993,Not Applicable,Same,1,65 to 74 years old,Single/Never married,"University certificate, diploma, degree above the BA level",Male,Urban,More,Not Applicable,No,Yes,Same,No,Yes,Same,No
7995,Not Applicable,Not Applicable,1,65 to 74 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Increase,No
7996,Not Applicable,Increase,1,55 to 64 years old,Widowed/Separated/Divorced,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Not Applicable,No,Yes,Increase,Yes,Yes,Increase,Yes
7997,Same,Same,3,55 to 64 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Not Applicable,No,No,Increase,No,No,Not Applicable,No
7999,Not Applicable,Same,2,65 to 74 years old,Married,Less than high school diploma or its equivalent,Male,Rural,More,Not Applicable,No,No,Same,No,Yes,Same,Yes
8000,Not Applicable,Not Applicable,1,75 years and older,Widowed/Separated/Divorced,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Same,No,No,Same,No,No,Same,No
8001,Decrease,Not Applicable,1,55 to 64 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,More,Not Applicable,Yes,Yes,Not Applicable,Yes,No,Not Applicable,No
8002,Not Applicable,Not Applicable,2,75 years and older,Widowed/Separated/Divorced,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,More,Not Applicable,No,No,Decrease,No,Yes,Not Applicable,No
8003,Increase,Increase,2,25 to 34 years old,Single/Never married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Not Applicable,No,No,Increase,No,Yes,Increase,No
8004,Same,Same,1,25 to 34 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Same,No,No,Same,No,Yes,Increase,Yes
8005,Same,Not Applicable,2,55 to 64 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
8006,Same,Increase,4,45 to 54 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Increase,No,Yes,Increase,Yes,Yes,Increase,Yes
8008,Same,Same,2,65 to 74 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,More,Not Applicable,No,No,Same,No,Yes,Same,No
8009,Same,Increase,4,35 to 44 years old,Married,University certificate or diploma below the bachelor’s level,Male,Urban,More,Not Applicable,Yes,Yes,Same,Yes,Yes,Increase,Yes
8011,Not Applicable,Not Applicable,2,65 to 74 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Not Applicable,No,Yes,Not Applicable,No
8012,Same,Same,2,35 to 44 years old,Living common-law,"University certificate, diploma, degree above the BA level",Female,Urban,More,Same,No,Yes,Same,No,Yes,Increase,Yes
8013,Not Applicable,Same,1,45 to 54 years old,Single/Never married,High school diploma or a high school equivalency certificate,Male,Urban,More,Not Applicable,No,No,Same,No,Yes,Decrease,No
8014,Increase,Increase,1,65 to 74 years old,Widowed/Separated/Divorced,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Increase,No,No,Same,No,No,Same,Yes
8015,Same,Increase,2,65 to 74 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,More,Not Applicable,Yes,Yes,Increase,No,Yes,Same,Yes
8016,Not Applicable,Not Applicable,1,65 to 74 years old,Widowed/Separated/Divorced,Less than high school diploma or its equivalent,Female,Rural,More,Not Applicable,No,No,Same,No,No,Not Applicable,No
8017,Increase,Increase,1,45 to 54 years old,Single/Never married,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Same,No,No,Same,No,Yes,Same,Yes
8018,Increase,Increase,1,45 to 54 years old,Single/Never married,Trade certificate or diploma,Female,Urban,More,Same,No,No,Increase,No,Yes,Increase,Yes
8019,Not Applicable,Not Applicable,1,35 to 44 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Increase,No,Yes,Not Applicable,Yes
8020,Same,Same,3,45 to 54 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
8022,Same,Increase,2,45 to 54 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Same,No,Yes,Increase,No,Yes,Same,Yes
8024,Same,Same,2,65 to 74 years old,Married,"University certificate, diploma, degree above the BA level",Male,Urban,More,Not Applicable,No,No,Same,No,Yes,Not Applicable,No
8026,Not Applicable,Same,3,65 to 74 years old,Living common-law,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
8027,Same,Increase,1,25 to 34 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Same,No,Yes,Increase,Yes,Yes,Increase,Yes
8028,Increase,Same,2,25 to 34 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Increase,No,No,Increase,No,Yes,Same,Yes
8029,Same,Same,1,35 to 44 years old,Single/Never married,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Same,No,No,Same,No,Yes,Same,Yes
8031,Same,Same,2,25 to 34 years old,Single/Never married,"University certificate, diploma, degree above the BA level",Female,Rural,Not More,Increase,No,No,Increase,No,Yes,Increase,Yes
8032,Not Applicable,Not Applicable,1,75 years and older,Widowed/Separated/Divorced,University certificate or diploma below the bachelor’s level,Female,Urban,More,Not Applicable,No,Yes,Increase,Yes,No,Not Applicable,No
8033,Same,Same,2,45 to 54 years old,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
8034,Not Applicable,Same,1,55 to 64 years old,Widowed/Separated/Divorced,Trade certificate or diploma,Female,Urban,More,Not Applicable,Yes,Yes,Same,No,Yes,Same,Yes
8035,Same,Same,2,75 years and older,Married,Trade certificate or diploma,Male,Rural,Not More,Same,No,No,Same,No,No,Same,No
8036,Not Applicable,Increase,1,55 to 64 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Female,Urban,More,Not Applicable,No,Yes,Increase,Yes,Yes,Same,No
8037,Same,Same,2,45 to 54 years old,Married,High school diploma or a high school equivalency certificate,Female,Rural,More,Not Applicable,No,No,Same,No,No,Same,No
8038,Not Applicable,Not Applicable,2,65 to 74 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Increase,No,No,Not Applicable,No,Yes,Same,Yes
8039,Increase,Same,3,35 to 44 years old,Married,Trade certificate or diploma,Male,Urban,More,Not Applicable,No,Yes,Increase,Yes,Yes,Same,No
8040,Not Applicable,Not Applicable,2,75 years and older,Married,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Same,No,No,Not Applicable,No
8042,Decrease,Decrease,2,65 to 74 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Female,Rural,More,Decrease,No,No,Decrease,No,No,Same,No
